company_id,year,cfo_cr,cfi_cr,cff_cr,free_cash_flow_cr,pattern_code,pattern_label
EICHERMOT,2023,2823.0,-2397.0,-417.0,426.0,+--,Operating Inflow / Investing & Financing Outflow
EICHERMOT,2024,3724.0,-2834.0,-844.0,890.0,+--,Operating Inflow / Investing & Financing Outflow
GAIL,2013,6603.0,-8626.0,3642.0,-2023.0,+-+,Operating Inflow / Investing Outflow / Financing Inflow
GAIL,2014,4615.0,-4466.0,-3.0,149.0,+--,Operating Inflow / Investing & Financing Outflow
GAIL,2015,4214.0,-2809.0,-3058.0,1405.0,+--,Operating Inflow / Investing & Financing Outflow
GAIL,2016,3960.0,-904.0,-3028.0,3056.0,+--,Operating Inflow / Investing & Financing Outflow
GAIL,2017,6024.0,-334.0,-5275.0,5690.0,+--,Operating Inflow / Investing & Financing Outflow
GAIL,2018,8769.0,-2660.0,-5252.0,6109.0,+--,Operating Inflow / Investing & Financing Outflow
GAIL,2019,7984.0,-5701.0,-3364.0,2283.0,+--,Operating Inflow / Investing & Financing Outflow
GAIL,2020,8345.0,-8299.0,281.0,46.0,+-+,Operating Inflow / Investing Outflow / Financing Inflow
GAIL,2021,8993.0,-4640.0,-3471.0,4353.0,+--,Operating Inflow / Investing & Financing Outflow
GAIL,2022,9420.0,-5490.0,-3917.0,3930.0,+--,Operating Inflow / Investing & Financing Outflow
GAIL,2023,3205.0,-7453.0,2972.0,-4248.0,+-+,Operating Inflow / Investing Outflow / Financing Inflow
GAIL,2024,12586.0,-8226.0,-3457.0,4360.0,+--,Operating Inflow / Investing & Financing Outflow
GODREJCP,2013,820.0,-865.0,282.0,-45.0,+-+,Operating Inflow / Investing Outflow / Financing Inflow
GODREJCP,2014,1116.0,-494.0,-620.0,622.0,+--,Operating Inflow / Investing & Financing Outflow
GODREJCP,2015,1027.0,-1236.0,-12.0,-209.0,+--,Operating Inflow / Investing & Financing Outflow
GODREJCP,2016,847.0,-622.0,-202.0,225.0,+--,Operating Inflow / Investing & Financing Outflow
GODREJCP,2017,1860.0,-2243.0,665.0,-383.0,+-+,Operating Inflow / Investing Outflow / Financing Inflow
GODREJCP,2018,1723.0,-336.0,-1384.0,1387.0,+--,Operating Inflow / Investing & Financing Outflow
GODREJCP,2019,1729.0,274.0,-2039.0,1455.0,++-,Operating & Investing Inflow / Financing Outflow
GODREJCP,2020,1588.0,-552.0,-1295.0,1036.0,+--,Operating Inflow / Investing & Financing Outflow
GODREJCP,2021,2030.0,-292.0,-1816.0,1738.0,+--,Operating Inflow / Investing & Financing Outflow
GODREJCP,2022,1451.0,-844.0,-380.0,607.0,+--,Operating Inflow / Investing & Financing Outflow
GODREJCP,2023,2151.0,-1754.0,-794.0,397.0,+--,Operating Inflow / Investing & Financing Outflow
GODREJCP,2024,2070.0,-3435.0,1406.0,-1365.0,+-+,Operating Inflow / Investing Outflow / Financing Inflow
GRASIM,2013,4242.0,-5687.0,1348.0,-1445.0,+-+,Operating Inflow / Investing Outflow / Financing Inflow
GRASIM,2014,3549.0,-2336.0,-1046.0,1213.0,+--,Operating Inflow / Investing & Financing Outflow
GRASIM,2015,4594.0,-2359.0,-2278.0,2235.0,+--,Operating Inflow / Investing & Financing Outflow
GRASIM,2016,5868.0,-4515.0,-1365.0,1353.0,+--,Operating Inflow / Investing & Financing Outflow
GRASIM,2017,7288.0,-3509.0,-3799.0,3779.0,+--,Operating Inflow / Investing & Financing Outflow
GRASIM,2018,-4140.0,1546.0,3449.0,-5686.0,-++,Operating Outflow / Investing & Financing Inflow
GRASIM,2019,-1659.0,-2212.0,4158.0,-3871.0,--+,Operating & Investing Outflow / Financing Inflow
GRASIM,2020,16620.0,-11364.0,-3418.0,5256.0,+--,Operating Inflow / Investing & Financing Outflow
GRASIM,2021,15075.0,-7146.0,-8003.0,7929.0,+--,Operating Inflow / Investing & Financing Outflow
GRASIM,2022,7038.0,-1053.0,-6733.0,5985.0,+--,Operating Inflow / Investing & Financing Outflow
GRASIM,2023,-12685.0,-13712.0,26469.0,-26397.0,--+,Operating & Investing Outflow / Financing Inflow
GRASIM,2024,-10719.0,-23114.0,33908.0,-33833.0,--+,Operating & Investing Outflow / Financing Inflow
HAL,2013,,,,,+++,Operating-Investing-Financing Inflow
HAL,2014,,,,,+++,Operating-Investing-Financing Inflow
HAL,2015,,,,,+++,Operating-Investing-Financing Inflow
HAL,2016,,,,,+++,Operating-Investing-Financing Inflow
HAL,2017,-423.0,3021.0,-164.0,-3444.0,-+-,Operating Outflow / Investing Inflow / Financing Outflow
HAL,2018,-734.0,594.0,-2540.0,-1328.0,-+-,Operating Outflow / Investing Inflow / Financing Outflow
HAL,2019,-7694.0,5292.0,2321.0,-12986.0,-++,Operating Outflow / Investing & Financing Inflow
HAL,2020,1537.0,-1334.0,64.0,203.0,+-+,Operating Inflow / Investing Outflow / Financing Inflow
HAL,2021,15124.0,-1190.0,-7070.0,13934.0,+--,Operating Inflow / Investing & Financing Outflow
HAL,2022,10180.0,-12789.0,-1464.0,-2609.0,+--,Operating Inflow / Investing & Financing Outflow
HAL,2023,8836.0,-5734.0,-1731.0,3102.0,+--,Operating Inflow / Investing & Financing Outflow
HAL,2024,8226.0,-6412.0,-1999.0,1814.0,+--,Operating Inflow / Investing & Financing Outflow
HAVELLS,2013,638.0,-144.0,-252.0,494.0,+--,Operating Inflow / Investing & Financing Outflow
HAVELLS,2014,868.0,-376.0,-310.0,492.0,+--,Operating Inflow / Investing & Financing Outflow
HAVELLS,2015,963.0,-485.0,-754.0,478.0,+--,Operating Inflow / Investing & Financing Outflow
HAVELLS,2016,513.0,-121.0,-621.0,392.0,+--,Operating Inflow / Investing & Financing Outflow
HAVELLS,2017,767.0,-220.0,-98.0,547.0,+--,Operating Inflow / Investing & Financing Outflow
HAVELLS,2018,1100.0,-946.0,-409.0,154.0,+--,Operating Inflow / Investing & Financing Outflow
HAVELLS,2019,501.0,185.0,-318.0,316.0,++-,Operating & Investing Inflow / Financing Outflow
HAVELLS,2020,827.0,-548.0,-716.0,279.0,+--,Operating Inflow / Investing & Financing Outflow
HAVELLS,2021,660.0,-763.0,190.0,-103.0,+-+,Operating Inflow / Investing Outflow / Financing Inflow
HAVELLS,2022,1728.0,-759.0,-547.0,969.0,+--,Operating Inflow / Investing & Financing Outflow
HAVELLS,2023,565.0,31.0,-907.0,534.0,++-,Operating & Investing Inflow / Financing Outflow
HAVELLS,2024,1953.0,-1618.0,-534.0,335.0,+--,Operating Inflow / Investing & Financing Outflow
HCLTECH,2013,4492.0,-2361.0,-2086.0,2131.0,+--,Operating Inflow / Investing & Financing Outflow
HCLTECH,2014,6457.0,-4842.0,-1308.0,1615.0,+--,Operating Inflow / Investing & Financing Outflow
HCLTECH,2015,5539.0,-2088.0,-3140.0,3451.0,+--,Operating Inflow / Investing & Financing Outflow
HCLTECH,2016,3823.0,-2208.0,-2237.0,1615.0,+--,Operating Inflow / Investing & Financing Outflow
HCLTECH,2017,8995.0,-3890.0,-4517.0,5105.0,+--,Operating Inflow / Investing & Financing Outflow
HCLTECH,2018,8328.0,-2236.0,-5714.0,6092.0,+--,Operating Inflow / Investing & Financing Outflow
HCLTECH,2019,8971.0,-3256.0,-1471.0,5715.0,+--,Operating Inflow / Investing & Financing Outflow
HCLTECH,2020,13359.0,-12332.0,-3168.0,1027.0,+--,Operating Inflow / Investing & Financing Outflow
HCLTECH,2021,19618.0,-5665.0,-11192.0,13953.0,+--,Operating Inflow / Investing & Financing Outflow
HCLTECH,2022,16900.0,1597.0,-14508.0,15303.0,++-,Operating & Investing Inflow / Financing Outflow
HCLTECH,2023,18009.0,-3573.0,-15881.0,14436.0,+--,Operating Inflow / Investing & Financing Outflow
HCLTECH,2024,22448.0,-6608.0,-15464.0,15840.0,+--,Operating Inflow / Investing & Financing Outflow
HDFCBANK,2013,-5847.0,-902.0,13105.0,-6749.0,--+,Operating & Investing Outflow / Financing Inflow
HDFCBANK,2014,4211.0,-1099.0,9270.0,3112.0,+-+,Operating Inflow / Investing Outflow / Financing Inflow
HDFCBANK,2015,-21281.0,-800.0,18694.0,-22081.0,--+,Operating & Investing Outflow / Financing Inflow
HDFCBANK,2016,-34435.0,-837.0,37815.0,-35272.0,--+,Operating & Investing Outflow / Financing Inflow
HDFCBANK,2017,17282.0,-1146.0,-5893.0,16136.0,+--,Operating Inflow / Investing & Financing Outflow
HDFCBANK,2018,17214.0,-842.0,57378.0,16372.0,+-+,Operating Inflow / Investing Outflow / Financing Inflow
HDFCBANK,2019,-62872.0,-1503.0,23131.0,-64375.0,--+,Operating & Investing Outflow / Financing Inflow
HDFCBANK,2020,-16869.0,-1403.0,24394.0,-18272.0,--+,Operating & Investing Outflow / Financing Inflow
HDFCBANK,2021,42476.0,-1823.0,-7321.0,40653.0,+--,Operating Inflow / Investing & Financing Outflow
HDFCBANK,2022,-11960.0,-2051.0,48124.0,-14011.0,--+,Operating & Investing Outflow / Financing Inflow
HDFCBANK,2023,20814.0,-2992.0,23941.0,17822.0,+-+,Operating Inflow / Investing Outflow / Financing Inflow
HDFCBANK,2024,19069.0,16600.0,-3983.0,2469.0,++-,Operating & Investing Inflow / Financing Outflow
HDFCLIFE,2013,,,,,+++,Operating-Investing-Financing Inflow
HDFCLIFE,2014,,,,,+++,Operating-Investing-Financing Inflow
HDFCLIFE,2015,4459.0,-3514.0,-168.0,945.0,+--,Operating Inflow / Investing & Financing Outflow
HDFCLIFE,2016,5687.0,-3962.0,-212.0,1725.0,+--,Operating Inflow / Investing & Financing Outflow
HDFCLIFE,2017,6230.0,-5177.0,-236.0,1053.0,+--,Operating Inflow / Investing & Financing Outflow
HDFCLIFE,2018,6739.0,-4421.0,-196.0,2318.0,+--,Operating Inflow / Investing & Financing Outflow
HDFCLIFE,2019,9868.0,-10182.0,-337.0,-314.0,+--,Operating Inflow / Investing & Financing Outflow
HDFCLIFE,2020,7388.0,-7789.0,38.0,-401.0,+-+,Operating Inflow / Investing Outflow / Financing Inflow
HDFCLIFE,2021,9703.0,-8952.0,678.0,751.0,+-+,Operating Inflow / Investing Outflow / Financing Inflow
HDFCLIFE,2022,5943.0,-801.0,-238.0,5142.0,+--,Operating Inflow / Investing & Financing Outflow
HDFCLIFE,2023,6883.0,-10071.0,1985.0,-3188.0,+-+,Operating Inflow / Investing Outflow / Financing Inflow
HDFCLIFE,2024,10721.0,-13614.0,-403.0,-2893.0,+--,Operating Inflow / Investing & Financing Outflow
HEROMOTOCO,2014,2963.0,-1616.0,-1414.0,1347.0,+--,Operating Inflow / Investing & Financing Outflow
HEROMOTOCO,2015,2186.0,31.0,-2131.0,2155.0,++-,Operating & Investing Inflow / Financing Outflow
HEROMOTOCO,2016,3722.0,-2300.0,-1475.0,1422.0,+--,Operating Inflow / Investing & Financing Outflow
HEROMOTOCO,2017,4007.0,-1972.0,-2036.0,2035.0,+--,Operating Inflow / Investing & Financing Outflow
HEROMOTOCO,2018,4017.0,-1858.0,-2102.0,2159.0,+--,Operating Inflow / Investing & Financing Outflow
HEROMOTOCO,2019,1032.0,1298.0,-2252.0,-266.0,++-,Operating & Investing Inflow / Financing Outflow
HEROMOTOCO,2020,5518.0,-2819.0,-2602.0,2699.0,+--,Operating Inflow / Investing & Financing Outflow
HEROMOTOCO,2021,4110.0,-2289.0,-1852.0,1821.0,+--,Operating Inflow / Investing & Financing Outflow
HEROMOTOCO,2022,2104.0,-222.0,-1975.0,1882.0,+--,Operating Inflow / Investing & Financing Outflow
HEROMOTOCO,2023,2614.0,-421.0,-2147.0,2193.0,+--,Operating Inflow / Investing & Financing Outflow
HEROMOTOCO,2024,4923.0,-1828.0,-2717.0,3095.0,+--,Operating Inflow / Investing & Financing Outflow
HINDALCO,2013,2977.0,-13801.0,10278.0,-10824.0,+-+,Operating Inflow / Investing Outflow / Financing Inflow
HINDALCO,2014,7956.0,-8095.0,1493.0,-139.0,+-+,Operating Inflow / Investing Outflow / Financing Inflow
HINDALCO,2015,7143.0,-3873.0,-2437.0,3270.0,+--,Operating Inflow / Investing & Financing Outflow
HINDALCO,2016,11688.0,-3220.0,-8862.0,8468.0,+--,Operating Inflow / Investing & Financing Outflow
HINDALCO,2017,12687.0,-2876.0,-5552.0,9811.0,+--,Operating Inflow / Investing & Financing Outflow
HINDALCO,2018,10898.0,5333.0,-16412.0,5565.0,++-,Operating & Investing Inflow / Financing Outflow
HINDALCO,2019,11977.0,-5456.0,-5466.0,6521.0,+--,Operating Inflow / Investing & Financing Outflow
HINDALCO,2020,12745.0,-7227.0,6656.0,5518.0,+-+,Operating Inflow / Investing Outflow / Financing Inflow
HINDALCO,2021,17232.0,-25280.0,-4882.0,-8048.0,+--,Operating Inflow / Investing & Financing Outflow
HINDALCO,2022,16838.0,-6773.0,-6765.0,10065.0,+--,Operating Inflow / Investing & Financing Outflow
HINDALCO,2023,19208.0,-7559.0,-10450.0,11649.0,+--,Operating Inflow / Investing & Financing Outflow
HINDALCO,2024,24056.0,-14267.0,-10817.0,9789.0,+--,Operating Inflow / Investing & Financing Outflow
HINDUNILVR,2013,3605.0,63.0,-4147.0,3542.0,++-,Operating & Investing Inflow / Financing Outflow
HINDUNILVR,2014,3818.0,-475.0,-2960.0,3343.0,+--,Operating Inflow / Investing & Financing Outflow
HINDUNILVR,2015,3292.0,138.0,-3462.0,3154.0,++-,Operating & Investing Inflow / Financing Outflow
HINDUNILVR,2016,4171.0,-282.0,-3864.0,3889.0,+--,Operating Inflow / Investing & Financing Outflow
HINDUNILVR,2017,5185.0,-1173.0,-4214.0,4012.0,+--,Operating Inflow / Investing & Financing Outflow
HINDUNILVR,2018,6059.0,-1063.0,-4975.0,4996.0,+--,Operating Inflow / Investing & Financing Outflow
HINDUNILVR,2019,5800.0,-438.0,-5390.0,5362.0,+--,Operating Inflow / Investing & Financing Outflow
HINDUNILVR,2020,7623.0,1791.0,-6819.0,5832.0,++-,Operating & Investing Inflow / Financing Outflow
HINDUNILVR,2021,9163.0,-1228.0,-9309.0,7935.0,+--,Operating Inflow / Investing & Financing Outflow
HINDUNILVR,2022,9048.0,-1728.0,-8015.0,7320.0,+--,Operating Inflow / Investing & Financing Outflow
HINDUNILVR,2023,9991.0,-1484.0,-8953.0,8507.0,+--,Operating Inflow / Investing & Financing Outflow
HINDUNILVR,2024,15469.0,-5324.0,-10034.0,10145.0,+--,Operating Inflow / Investing & Financing Outflow
ICICIBANK,2013,17494.0,-18563.0,9283.0,-1069.0,+-+,Operating Inflow / Investing Outflow / Financing Inflow
ICICIBANK,2014,6765.0,-15750.0,7872.0,-8985.0,+-+,Operating Inflow / Investing Outflow / Financing Inflow
ICICIBANK,2015,-12273.0,-13175.0,24827.0,-25448.0,--+,Operating & Investing Outflow / Financing Inflow
ICICIBANK,2016,23645.0,-12060.0,5814.0,11585.0,+-+,Operating Inflow / Investing Outflow / Financing Inflow
ICICIBANK,2017,52636.0,-1711.0,-35470.0,50925.0,+--,Operating Inflow / Investing & Financing Outflow
ICICIBANK,2018,19383.0,-50551.0,39676.0,-31168.0,+-+,Operating Inflow / Investing Outflow / Financing Inflow
ICICIBANK,2019,48671.0,-30282.0,-19997.0,18389.0,+--,Operating Inflow / Investing & Financing Outflow
ICICIBANK,2020,79565.0,-42095.0,2992.0,37470.0,+-+,Operating Inflow / Investing Outflow / Financing Inflow
ICICIBANK,2021,138015.0,-63631.0,-54667.0,74384.0,+--,Operating Inflow / Investing & Financing Outflow
ICICIBANK,2022,58111.0,-39448.0,17451.0,18663.0,+-+,Operating Inflow / Investing Outflow / Financing Inflow
ICICIBANK,2023,-3771.0,-67689.0,24791.0,-71460.0,--+,Operating & Investing Outflow / Financing Inflow
ICICIBANK,2024,157284.0,-144737.0,13765.0,12547.0,+-+,Operating Inflow / Investing Outflow / Financing Inflow
ICICIGI,2013,984.0,-962.0,102.0,22.0,+-+,Operating Inflow / Investing Outflow / Financing Inflow
ICICIGI,2014,595.0,-706.0,4.0,-111.0,+-+,Operating Inflow / Investing Outflow / Financing Inflow
ICICIGI,2015,-98.0,171.0,-93.0,-269.0,-+-,Operating Outflow / Investing Inflow / Financing Outflow
ICICIGI,2016,511.0,-310.0,-148.0,201.0,+--,Operating Inflow / Investing & Financing Outflow
ICICIGI,2017,1628.0,-1990.0,361.0,-362.0,+-+,Operating Inflow / Investing Outflow / Financing Inflow
ICICIGI,2018,2390.0,-1896.0,-96.0,494.0,+--,Operating Inflow / Investing & Financing Outflow
ICICIGI,2019,2976.0,-2856.0,-310.0,120.0,+--,Operating Inflow / Investing & Financing Outflow
ICICIGI,2020,3433.0,-3382.0,-420.0,51.0,+--,Operating Inflow / Investing & Financing Outflow
ICICIGI,2021,1774.0,-1367.0,-212.0,407.0,+--,Operating Inflow / Investing & Financing Outflow
ICICIGI,2022,809.0,135.0,-879.0,674.0,++-,Operating & Investing Inflow / Financing Outflow
ICICIGI,2023,2290.0,-1685.0,-695.0,605.0,+--,Operating Inflow / Investing & Financing Outflow
ICICIGI,2024,2407.0,-1921.0,-355.0,486.0,+--,Operating Inflow / Investing & Financing Outflow
ICICIPRULI,2013,-2641.0,1564.0,-514.0,-4205.0,-+-,Operating Outflow / Investing Inflow / Financing Outflow
ICICIPRULI,2014,-2382.0,6012.0,-1091.0,-8394.0,-+-,Operating Outflow / Investing Inflow / Financing Outflow
ICICIPRULI,2015,523.0,-1822.0,-966.0,-1299.0,+--,Operating Inflow / Investing & Financing Outflow
ICICIPRULI,2016,3634.0,27.0,-1442.0,3607.0,++-,Operating & Investing Inflow / Financing Outflow
ICICIPRULI,2017,4130.0,-696.0,-994.0,3434.0,+--,Operating Inflow / Investing & Financing Outflow
ICICIPRULI,2018,5690.0,-5389.0,-1188.0,301.0,+--,Operating Inflow / Investing & Financing Outflow
ICICIPRULI,2019,11377.0,-7559.0,-843.0,3818.0,+--,Operating Inflow / Investing & Financing Outflow
ICICIPRULI,2020,8596.0,-10797.0,-405.0,-2201.0,+--,Operating Inflow / Investing & Financing Outflow
ICICIPRULI,2021,7314.0,-5084.0,1205.0,2230.0,+-+,Operating Inflow / Investing Outflow / Financing Inflow
ICICIPRULI,2022,1831.0,-816.0,-319.0,1015.0,+--,Operating Inflow / Investing & Financing Outflow
ICICIPRULI,2023,89.0,-1145.0,-112.0,-1056.0,+--,Operating Inflow / Investing & Financing Outflow
ICICIPRULI,2024,-7315.0,7420.0,-88.0,-14735.0,-+-,Operating Outflow / Investing Inflow / Financing Outflow
INDIGO,2013,1741.0,-1890.0,36.0,-149.0,+-+,Operating Inflow / Investing Outflow / Financing Inflow
INDIGO,2014,1595.0,-2914.0,1285.0,-1319.0,+-+,Operating Inflow / Investing Outflow / Financing Inflow
INDIGO,2015,2384.0,-940.0,-1308.0,1444.0,+--,Operating Inflow / Investing & Financing Outflow
INDIGO,2016,3116.0,-1337.0,-1220.0,1779.0,+--,Operating Inflow / Investing & Financing Outflow
INDIGO,2017,3782.0,-3033.0,-1401.0,749.0,+--,Operating Inflow / Investing & Financing Outflow
INDIGO,2018,3903.0,-4152.0,766.0,-249.0,+-+,Operating Inflow / Investing Outflow / Financing Inflow
INDIGO,2019,3160.0,-2526.0,-592.0,634.0,+--,Operating Inflow / Investing & Financing Outflow
INDIGO,2020,6943.0,-4573.0,-2407.0,2370.0,+--,Operating Inflow / Investing & Financing Outflow
INDIGO,2021,-1620.0,3228.0,-1775.0,-4848.0,-+-,Operating Outflow / Investing Inflow / Financing Outflow
INDIGO,2022,2064.0,1527.0,-3088.0,537.0,++-,Operating & Investing Inflow / Financing Outflow
INDIGO,2023,12703.0,-4039.0,-8432.0,8664.0,+--,Operating Inflow / Investing & Financing Outflow
INDIGO,2024,21183.0,-11759.0,-9979.0,9424.0,+--,Operating Inflow / Investing & Financing Outflow
INDUSINDBK,2013,-486.0,-174.0,1969.0,-660.0,--+,Operating & Investing Outflow / Financing Inflow
INDUSINDBK,2014,-4106.0,-174.0,4200.0,-4280.0,--+,Operating & Investing Outflow / Financing Inflow
INDUSINDBK,2015,-1421.0,-276.0,5707.0,-1697.0,--+,Operating & Investing Outflow / Financing Inflow
INDUSINDBK,2016,-2927.0,-258.0,2517.0,-3185.0,--+,Operating & Investing Outflow / Financing Inflow
INDUSINDBK,2017,11569.0,-285.0,-2768.0,11284.0,+--,Operating Inflow / Investing & Financing Outflow
INDUSINDBK,2018,-20700.0,-217.0,15505.0,-20917.0,--+,Operating & Investing Outflow / Financing Inflow
INDUSINDBK,2019,-6389.0,-633.0,8590.0,-7022.0,--+,Operating & Investing Outflow / Financing Inflow
INDUSINDBK,2020,-12039.0,526.0,12733.0,-12565.0,-++,Operating Outflow / Investing & Financing Inflow
INDUSINDBK,2021,44646.0,-226.0,-4096.0,44420.0,+--,Operating Inflow / Investing & Financing Outflow
INDUSINDBK,2022,16600.0,-351.0,-4302.0,16249.0,+--,Operating Inflow / Investing & Financing Outflow
INDUSINDBK,2023,-12438.0,-441.0,1115.0,-12879.0,--+,Operating & Investing Outflow / Financing Inflow
INDUSINDBK,2024,-16843.0,-625.0,-2242.0,-17468.0,---,Operating-Investing-Financing Outflow
INFY,2013,7373.0,-2922.0,-3210.0,4451.0,+--,Operating Inflow / Investing & Financing Outflow
INFY,2014,9825.0,-2563.0,-3144.0,7262.0,+--,Operating Inflow / Investing & Financing Outflow
INFY,2015,8353.0,999.0,-4935.0,7354.0,++-,Operating & Investing Inflow / Financing Outflow
INFY,2016,10028.0,-885.0,-6813.0,9143.0,+--,Operating Inflow / Investing & Financing Outflow
INFY,2017,11531.0,-14664.0,-6939.0,-3133.0,+--,Operating Inflow / Investing & Financing Outflow
INFY,2018,13218.0,4533.0,-20505.0,8685.0,++-,Operating & Investing Inflow / Financing Outflow
INFY,2019,14841.0,-632.0,-14512.0,14209.0,+--,Operating Inflow / Investing & Financing Outflow
INFY,2020,17003.0,-331.0,-17591.0,16672.0,+--,Operating Inflow / Investing & Financing Outflow
INFY,2021,23224.0,-7373.0,-9786.0,15851.0,+--,Operating Inflow / Investing & Financing Outflow
INFY,2022,23885.0,-6485.0,-24642.0,17400.0,+--,Operating Inflow / Investing & Financing Outflow
INFY,2023,22467.0,-1071.0,-26695.0,21396.0,+--,Operating Inflow / Investing & Financing Outflow
INFY,2024,25210.0,-5093.0,-17504.0,20117.0,+--,Operating Inflow / Investing & Financing Outflow
IOC,2013,9340.0,-9294.0,352.0,46.0,+-+,Operating Inflow / Investing Outflow / Financing Inflow
IOC,2014,24195.0,-18594.0,-3116.0,5601.0,+--,Operating Inflow / Investing & Financing Outflow
IOC,2015,46092.0,-10215.0,-38283.0,35877.0,+--,Operating Inflow / Investing & Financing Outflow
IOC,2016,25624.0,-13610.0,-11890.0,12014.0,+--,Operating Inflow / Investing & Financing Outflow
IOC,2017,28216.0,-17684.0,-10937.0,10532.0,+--,Operating Inflow / Investing & Financing Outflow
IOC,2018,29115.0,-17119.0,-12007.0,11996.0,+--,Operating Inflow / Investing & Financing Outflow
IOC,2019,12747.0,-22569.0,10436.0,-9822.0,+-+,Operating Inflow / Investing Outflow / Financing Inflow
IOC,2020,7146.0,-29101.0,22456.0,-21955.0,+-+,Operating Inflow / Investing Outflow / Financing Inflow
IOC,2021,49650.0,-22935.0,-27369.0,26715.0,+--,Operating Inflow / Investing & Financing Outflow
IOC,2022,25747.0,-21294.0,-4058.0,4453.0,+--,Operating Inflow / Investing & Financing Outflow
IOC,2023,29644.0,-28030.0,-1794.0,1614.0,+--,Operating Inflow / Investing & Financing Outflow
IOC,2024,71099.0,-31464.0,-39385.0,39635.0,+--,Operating Inflow / Investing & Financing Outflow
IRCTC,2015,69.0,-46.0,-17.0,23.0,+--,Operating Inflow / Investing & Financing Outflow
IRCTC,2016,288.0,7.0,-31.0,281.0,++-,Operating & Investing Inflow / Financing Outflow
IRCTC,2017,338.0,94.0,-136.0,244.0,++-,Operating & Investing Inflow / Financing Outflow
IRCTC,2018,24.0,40.0,-57.0,-16.0,++-,Operating & Investing Inflow / Financing Outflow
IRCTC,2019,499.0,-353.0,-179.0,146.0,+--,Operating Inflow / Investing & Financing Outflow
IRCTC,2020,409.0,8.0,-280.0,401.0,++-,Operating & Investing Inflow / Financing Outflow
IRCTC,2021,248.0,-453.0,-47.0,-205.0,+--,Operating Inflow / Investing & Financing Outflow
IRCTC,2022,524.0,-242.0,-258.0,282.0,+--,Operating Inflow / Investing & Financing Outflow
IRCTC,2023,812.0,-317.0,-434.0,495.0,+--,Operating Inflow / Investing & Financing Outflow
IRCTC,2024,882.0,-215.0,-404.0,667.0,+--,Operating Inflow / Investing & Financing Outflow
IRFC,2013,,,,,+++,Operating-Investing-Financing Inflow
IRFC,2014,,,,,+++,Operating-Investing-Financing Inflow
IRFC,2015,,,,,+++,Operating-Investing-Financing Inflow
IRFC,2016,-16378.0,2.0,17582.0,-16380.0,-++,Operating Outflow / Investing & Financing Inflow
IRFC,2017,-19455.0,2.0,18250.0,-19457.0,-++,Operating Outflow / Investing & Financing Inflow
IRFC,2018,-28076.0,2.0,28075.0,-28078.0,-++,Operating Outflow / Investing & Financing Inflow
IRFC,2019,-41748.0,1.0,41749.0,-41749.0,-++,Operating Outflow / Investing & Financing Inflow
IRFC,2020,-62701.0,1.0,62697.0,-62702.0,-++,Operating Outflow / Investing & Financing Inflow
IRFC,2021,-89907.0,0.0,90202.0,-89907.0,-++,Operating Outflow / Investing & Financing Inflow
IRFC,2022,-64412.0,-5.0,64266.0,-64417.0,--+,Operating & Investing Outflow / Financing Inflow
IRFC,2023,-28588.0,0.0,28644.0,-28588.0,-++,Operating Outflow / Investing & Financing Inflow
IRFC,2024,7914.0,-8.0,-8046.0,7906.0,+--,Operating Inflow / Investing & Financing Outflow
ITC,2013,7102.0,-3881.0,-3310.0,3221.0,+--,Operating Inflow / Investing & Financing Outflow
ITC,2014,7344.0,-3254.0,-4122.0,4090.0,+--,Operating Inflow / Investing & Financing Outflow
ITC,2015,9843.0,-5275.0,-4661.0,4568.0,+--,Operating Inflow / Investing & Financing Outflow
ITC,2016,9799.0,-3921.0,-5613.0,5878.0,+--,Operating Inflow / Investing & Financing Outflow
ITC,2017,10627.0,-3251.0,-7301.0,7376.0,+--,Operating Inflow / Investing & Financing Outflow
ITC,2018,13169.0,-7114.0,-6221.0,6055.0,+--,Operating Inflow / Investing & Financing Outflow
ITC,2019,12583.0,-5546.0,-6869.0,7037.0,+--,Operating Inflow / Investing & Financing Outflow
ITC,2020,14690.0,-6174.0,-8181.0,8516.0,+--,Operating Inflow / Investing & Financing Outflow
ITC,2021,12527.0,5740.0,-18634.0,6787.0,++-,Operating & Investing Inflow / Financing Outflow
ITC,2022,15776.0,-2238.0,-13580.0,13538.0,+--,Operating Inflow / Investing & Financing Outflow
ITC,2023,18878.0,-5732.0,-13006.0,13146.0,+--,Operating Inflow / Investing & Financing Outflow
ITC,2024,17179.0,1563.0,-18551.0,15616.0,++-,Operating & Investing Inflow / Financing Outflow
JINDALSTEL,2013,3522.0,-9591.0,6111.0,-6069.0,+-+,Operating Inflow / Investing Outflow / Financing Inflow
JINDALSTEL,2014,4580.0,-12694.0,8879.0,-8114.0,+-+,Operating Inflow / Investing Outflow / Financing Inflow
JINDALSTEL,2015,1182.0,-6717.0,5708.0,-5535.0,+-+,Operating Inflow / Investing Outflow / Financing Inflow
JINDALSTEL,2016,4333.0,-2262.0,-2672.0,2071.0,+--,Operating Inflow / Investing & Financing Outflow
JINDALSTEL,2017,6850.0,-1998.0,-5108.0,4852.0,+--,Operating Inflow / Investing & Financing Outflow
JINDALSTEL,2018,7724.0,-1431.0,-6276.0,6293.0,+--,Operating Inflow / Investing & Financing Outflow
JINDALSTEL,2019,9027.0,-832.0,-8261.0,8195.0,+--,Operating Inflow / Investing & Financing Outflow
